Car_Id;SerialNumber;Brand;Model;Sold_Price;Driven_KM;Type;EngineV;FuelType;Safety_Features;Region;Year;Transmission;Condition;Color;Entertainment_Features;Unnamed: 16;Accident_History;Transmission.1;Condition_Score;Car_Age
146;914TUN97495;BMW;X3;31667;266494;Coupe;2.2;Diesel;ESP, ABS, Blind Spot Monitor;Tataouine;2013;Automatic;Average;White;USB Ports, Navigation;;No;Automatic;1;12
147;183TUN11381;Kia;Picanto;27746;268768;Coupe;2.0;Petrol;Lane Assist;Tozeur;2006;Manual;Good;Black;Apple CarPlay, Bluetooth;;Yes;Manual;2;19
148;783TUN92981;Hyundai;i20;52207;111055;Coupe;2.5;Electric;Lane Assist;Tozeur;2023;Manual;Average;Red;Radio, Bluetooth, Navigation;;No;Manual;1;2
149;326TUN95369;Renault;Kadjar;38515;105323;Hatchback;2.0;Diesel;Traction Control;GabÃ¨s;2010;Automatic;Average;White;Navigation, Apple CarPlay, Android Auto;;No;Automatic;1;15
150;684TUN15876;CitroÃ«n;Jumpy;33946;226336;Coupe;2.5;Diesel;ESP, Blind Spot Monitor;Nabeul;2008;Automatic;Excellent;Red;USB Ports, Android Auto, Apple CarPlay;;No;Automatic;3;17
151;204TUN39801;Hyundai;i20;39204;131509;Hatchback;2.7;Electric;Airbags, Traction Control, Blind Spot Monitor;Monastir;2012;Automatic;Average;Blue;Apple CarPlay, Radio, USB Ports;;Yes;Automatic;1;13
152;120TUN20747;Kia;Picanto;51667;5097;Pickup;4.8;Diesel;Airbags, Blind Spot Monitor;Tunis;2010;Manual;Average;Blue;Radio, Android Auto, Apple CarPlay;;No;Manual;1;15
153;328TUN39760;Mercedes;C-Class;51271;20515;Sedan;3.0;Petrol;ESP, ABS, Airbags;Tunis;2014;Automatic;Good;Gray;Apple CarPlay;;Yes;Automatic;2;11
154;640TUN92959;Toyota;Hilux;29450;39997;Sedan;1.4;Hybrid;ABS, Blind Spot Monitor, Lane Assist;Bizerte;2000;Automatic;Average;Gray;Android Auto, Bluetooth;;No;Automatic;1;25
155;814TUN20344;Toyota;Hilux;45801;78904;SUV;1.8;Diesel;Traction Control, ESP;Tunis;2017;Manual;Average;White;Android Auto, Bluetooth, Apple CarPlay;;No;Manual;1;8
156;850TUN53377;Toyota;Rav4;43429;269813;Coupe;3.2;Diesel;ESP, Airbags, ABS;Sfax;2021;Manual;Average;Red;Radio, Android Auto;;Yes;Manual;1;4
157;174TUN97030;Ford;Kuga;46541;185818;Sedan;2.2;Electric;ESP, Lane Assist, Traction Control;Tozeur;2020;Automatic;Good;Red;Bluetooth, Android Auto, Radio;;No;Automatic;2;5
158;424TUN76096;Toyota;Corolla;39543;122995;Pickup;1.8;Hybrid;ESP;Sfax;2013;Manual;Average;Gray;Apple CarPlay, Android Auto;;No;Manual;1;12
159;752TUN88637;Hyundai;Accent;50964;186416;Hatchback;3.0;Hybrid;Airbags;GabÃ¨s;2021;Automatic;Excellent;Red;Apple CarPlay, USB Ports;;No;Automatic;3;4
160;692TUN94256;Mercedes;C-Class;33776;225784;Sedan;1.4;Diesel;Blind Spot Monitor;Kairouan;2010;Manual;Good;White;Bluetooth, Navigation;;Yes;Manual;2;15
161;541TUN47151;Mercedes;Sprinter;55477;11933;Sedan;2.2;Hybrid;Traction Control, Airbags, ESP;Kairouan;2020;Automatic;Good;Black;Navigation, Apple CarPlay;;No;Automatic;2;5
162;401TUN54003;Peugeot;Partner;39925;173663;Coupe;1.6;Hybrid;Airbags, ESP;Nabeul;2016;Automatic;Good;White;Android Auto;;No;Automatic;2;9
163;895TUN89767;Ford;Focus;47977;67578;Hatchback;1.9;Petrol;ESP;Sfax;2018;Automatic;Average;Gray;Navigation, Android Auto;;Yes;Automatic;1;7
164;318TUN90439;Mercedes;E-Class;32158;187329;Hatchback;3.5;Electric;Blind Spot Monitor, ESP;Tataouine;2001;Manual;Excellent;White;Radio;;No;Manual;3;24
165;459TUN50389;CitroÃ«n;C4;29091;223916;SUV;1.5;Diesel;ESP, Airbags;Sousse;2008;Manual;Average;Blue;Navigation, USB Ports, Apple CarPlay;;Yes;Manual;1;17
166;319TUN75521;Hyundai;i10;49434;44473;Sedan;2.5;Hybrid;Lane Assist;Monastir;2014;Automatic;Good;Red;Navigation, USB Ports, Android Auto;;Yes;Automatic;2;11
167;432TUN42291;Renault;Clio;50825;31086;SUV;1.4;Diesel;Airbags;Sousse;2022;Automatic;Average;Gray;USB Ports, Apple CarPlay;;Yes;Automatic;1;3
168;887TUN77453;Ford;Kuga;38897;111309;SUV;2.5;Diesel;ESP;Sousse;2009;Manual;Average;Red;Radio;;Yes;Manual;1;16
169;980TUN36778;Mercedes;GLC;44751;237224;SUV;1.4;Electric;Lane Assist;Tozeur;2023;Automatic;Good;White;Bluetooth, Android Auto;;No;Automatic;2;2
170;301TUN26072;Mercedes;Sprinter;45401;36421;Hatchback;1.8;Petrol;Blind Spot Monitor, Airbags;Kairouan;2014;Manual;Average;Black;Radio, Navigation, Bluetooth;;No;Manual;1;11
171;442TUN84315;Hyundai;i20;45645;221032;Coupe;1.6;Hybrid;Airbags;Tozeur;2019;Manual;Excellent;White;Apple CarPlay;;No;Manual;3;6
172;587TUN29349;Renault;Kadjar;47305;128974;Hatchback;2.0;Petrol;Traction Control;Sfax;2021;Automatic;Average;Blue;Android Auto, Apple CarPlay;;No;Automatic;1;4
173;795TUN26533;CitroÃ«n;Jumpy;29293;275060;Pickup;1.6;Diesel;Traction Control, Lane Assist, Blind Spot Monitor;Sousse;2012;Manual;Average;Blue;USB Ports, Apple CarPlay;;Yes;Manual;1;13
174;206TUN63828;BMW;7 Series;60977;64662;SUV;4.7;Petrol;Traction Control, Blind Spot Monitor, Lane Assist;Tozeur;2020;Manual;Excellent;Blue;Android Auto;;No;Manual;3;5
175;211TUN24524;BMW;5 Series;36858;42516;SUV;1.6;Hybrid;Blind Spot Monitor, Traction Control, Lane Assist;Kairouan;2008;Automatic;Average;Gray;Android Auto, USB Ports, Bluetooth;;No;Automatic;1;17
176;115TUN35541;Hyundai;i10;42293;176593;Pickup;1.4;Diesel;Airbags, Blind Spot Monitor, ESP;Kairouan;2018;Automatic;Good;Red;Android Auto, Radio, Bluetooth;;Yes;Automatic;2;7
177;772TUN72650;Volkswagen;Tiguan;60608;76646;Sedan;4.7;Diesel;Blind Spot Monitor;Kairouan;2019;Automatic;Excellent;Red;Bluetooth, Android Auto, Navigation;;Yes;Automatic;3;6
178;325TUN28123;Volkswagen;Passat;37824;149048;Hatchback;3.0;Hybrid;ESP, Traction Control;Sfax;2007;Manual;Good;Blue;Android Auto, Radio, Apple CarPlay;;No;Manual;2;18
179;710TUN87821;Kia;Picanto;42279;104954;Pickup;1.9;Diesel;Lane Assist, ESP;Nabeul;2014;Automatic;Average;White;Apple CarPlay;;No;Automatic;1;11
180;424TUN88969;Ford;Transit;46538;41496;Hatchback;2.2;Diesel;ABS;Nabeul;2013;Manual;Good;White;Bluetooth, USB Ports, Apple CarPlay;;Yes;Manual;2;12
181;935TUN48909;Renault;Kadjar;44049;92079;Sedan;2.4;Petrol;Blind Spot Monitor;Bizerte;2011;Manual;Good;Red;Android Auto;;Yes;Manual;2;14
182;115TUN91626;Kia;Sportage;44201;110667;Coupe;2.0;Petrol;Blind Spot Monitor, Lane Assist, ESP;Monastir;2015;Automatic;Good;Red;Apple CarPlay, Radio, USB Ports;;No;Automatic;2;10
183;318TUN33186;Peugeot;3008;33293;198524;SUV;2.5;Electric;Lane Assist, ABS;Bizerte;2006;Automatic;Average;Blue;Apple CarPlay, Bluetooth, Navigation;;Yes;Automatic;1;19
184;184TUN35758;Mercedes;C-Class;28839;255727;SUV;2.0;Diesel;Traction Control;Monastir;2004;Automatic;Excellent;Blue;Radio;;Yes;Automatic;3;21
185;384TUN74564;Renault;Captur;42921;116435;Sedan;4.2;Diesel;Traction Control, ESP;Bizerte;2008;Automatic;Good;Gray;Android Auto, Bluetooth;;No;Automatic;2;17
186;230TUN72219;BMW;X3;37188;50819;SUV;2.6;Petrol;Airbags, Blind Spot Monitor, ESP;Bizerte;2006;Automatic;Average;Gray;Radio;;No;Automatic;1;19
187;235TUN70557;Renault;Kadjar;49675;170136;Coupe;1.9;Diesel;Lane Assist;Kairouan;2021;Automatic;Excellent;White;Radio, Bluetooth;;Yes;Automatic;3;4
189;820TUN38259;Ford;Transit;32250;229530;Hatchback;0.65;Petrol;Lane Assist;Sousse;2015;Manual;Average;Red;Bluetooth, Android Auto;;No;Manual;1;10
191;900TUN91539;Toyota;Rav4;48359;217094;SUV;4.5;Petrol;ABS, Lane Assist, Airbags;Tataouine;2018;Manual;Average;Blue;Android Auto;;No;Manual;1;7
192;175TUN45892;Kia;Rio;40064;296168;Coupe;1.8;Hybrid;Airbags, Blind Spot Monitor, Lane Assist;Sfax;2018;Automatic;Excellent;Blue;Radio, Navigation, Bluetooth;;Yes;Automatic;3;7
193;795TUN40648;Volkswagen;Tiguan;51577;116988;Hatchback;2.5;Hybrid;ABS, Lane Assist, ESP;Kairouan;2023;Manual;Average;Blue;Navigation, Radio, Apple CarPlay;;Yes;Manual;1;2
194;964TUN94411;CitroÃ«n;C4;45135;28353;Sedan;1.8;Electric;Blind Spot Monitor, Lane Assist;Monastir;2011;Manual;Excellent;Blue;Android Auto, USB Ports, Navigation;;Yes;Manual;3;14
195;644TUN22334;Kia;Sorento;36802;193647;Hatchback;2.0;Petrol;ESP, ABS;Sfax;2015;Manual;Average;Black;Android Auto, Radio;;Yes;Manual;1;10
196;657TUN24002;Toyota;Rav4;38793;231203;Sedan;1.6;Diesel;Blind Spot Monitor;Sousse;2019;Manual;Average;Red;Bluetooth, USB Ports, Apple CarPlay;;No;Manual;1;6
197;237TUN45356;BMW;5 Series;35325;126625;Pickup;1.6;Electric;Blind Spot Monitor;Sousse;2007;Automatic;Good;Blue;Apple CarPlay;;No;Automatic;2;18
198;978TUN33754;Kia;Sportage;43400;138275;Pickup;1.7;Hybrid;ESP, Lane Assist;Tunis;2016;Manual;Good;Red;Apple CarPlay, Android Auto, Bluetooth;;No;Manual;2;9
199;464TUN12884;Peugeot;208;49159;131901;Coupe;2.0;Petrol;ESP;Tozeur;2022;Manual;Good;Blue;USB Ports;;Yes;Manual;2;3
200;518TUN98205;Kia;Picanto;47044;122571;Pickup;5.0;Diesel;Airbags, Lane Assist, Traction Control;Tataouine;2009;Automatic;Good;Gray;Navigation, Apple CarPlay;;Yes;Automatic;2;16
201;257TUN48830;Peugeot;208;53191;143871;Coupe;2.0;Hybrid;Lane Assist, Traction Control, Airbags;GabÃ¨s;2023;Manual;Excellent;Red;Android Auto, Radio, Bluetooth;;Yes;Manual;3;2
202;955TUN75872;Mercedes;E-Class;47004;26223;Sedan;1.4;Diesel;Airbags;Bizerte;2016;Manual;Good;Blue;USB Ports;;Yes;Manual;2;9
203;550TUN15615;Renault;Captur;37619;204684;SUV;1.9;Diesel;ABS, ESP;Sousse;2015;Manual;Average;Gray;Bluetooth, Android Auto, Apple CarPlay;;Yes;Manual;1;10
204;187TUN14092;BMW;X1;54921;252729;Coupe;4.5;Hybrid;Lane Assist, Traction Control;Bizerte;2023;Automatic;Excellent;White;Bluetooth;;Yes;Automatic;3;2
205;673TUN49309;Peugeot;208;31504;165056;SUV;1.3;Hybrid;Lane Assist, ESP, Airbags;Nabeul;2006;Automatic;Excellent;Black;Navigation, Apple CarPlay;;No;Automatic;3;19
206;331TUN26767;CitroÃ«n;Berlingo;42639;214369;Pickup;4.0;Electric;ABS, Lane Assist;Sfax;2010;Automatic;Excellent;Blue;Android Auto, Bluetooth;;No;Automatic;3;15
207;211TUN80060;Mercedes;C-Class;31203;79143;Hatchback;2.2;Electric;Airbags, ESP;Kairouan;2001;Automatic;Average;Red;Apple CarPlay;;Yes;Automatic;1;24
208;801TUN53375;Peugeot;Partner;56563;46396;SUV;4.6;Diesel;Airbags, Lane Assist;Tunis;2013;Manual;Excellent;White;Navigation;;No;Manual;3;12
209;983TUN10839;Hyundai;Tucson;45421;182643;Pickup;5.5;Hybrid;Lane Assist, Blind Spot Monitor;Tataouine;2006;Manual;Excellent;Black;Apple CarPlay;;Yes;Manual;3;19
211;869TUN13564;BMW;5 Series;21557;297292;Pickup;3.6;Electric;ABS, Blind Spot Monitor, Traction Control;Tataouine;2000;Automatic;Average;Gray;Android Auto, USB Ports, Bluetooth;;Yes;Automatic;1;25
212;783TUN48534;Renault;Megane;41942;182388;Coupe;2.0;Diesel;Airbags, Traction Control;Kairouan;2017;Manual;Good;Blue;Radio;;Yes;Manual;2;8
213;559TUN21684;Hyundai;Tucson;43609;12107;SUV;1.9;Electric;Blind Spot Monitor, ESP, Lane Assist;Monastir;2007;Automatic;Excellent;White;USB Ports, Navigation;;No;Automatic;3;18
214;129TUN92877;Kia;Picanto;35801;274241;Pickup;2.0;Petrol;ABS;Kairouan;2012;Automatic;Excellent;Blue;Bluetooth, Radio, Navigation;;Yes;Automatic;3;13
215;912TUN68864;Mercedes;GLC;38697;96345;Sedan;2.0;Petrol;Lane Assist;Tunis;2010;Automatic;Average;Black;Bluetooth, Android Auto, Navigation;;Yes;Automatic;1;15
216;479TUN94243;Renault;Clio;45601;133017;Pickup;2.8;Diesel;Airbags, ABS;Sfax;2009;Manual;Excellent;White;Apple CarPlay, Android Auto, Navigation;;No;Manual;3;16
218;915TUN38228;Mercedes;A-Class;37682;255769;Sedan;1.3;Hybrid;Blind Spot Monitor;Tozeur;2019;Automatic;Average;Red;Navigation, USB Ports;;Yes;Automatic;1;6
219;645TUN55925;CitroÃ«n;C5;31003;292651;Pickup;4.5;Petrol;ABS;Tunis;2002;Automatic;Good;Red;Radio, USB Ports;;No;Automatic;2;23
220;114TUN53541;Mercedes;A-Class;31226;174545;Hatchback;2.0;Electric;Blind Spot Monitor, ABS;Sfax;2002;Manual;Excellent;Blue;Bluetooth, Apple CarPlay;;No;Manual;3;23
221;872TUN14981;Renault;Megane;38397;295074;Hatchback;2.5;Hybrid;Airbags, ABS;Sousse;2016;Automatic;Good;Gray;Android Auto, USB Ports, Navigation;;No;Automatic;2;9
222;276TUN86957;Hyundai;i10;37150;6688;SUV;1.6;Hybrid;Blind Spot Monitor, Airbags;Sousse;2002;Manual;Excellent;Black;Navigation;;Yes;Manual;3;23
223;991TUN55039;Toyota;Yaris;26387;251433;Coupe;1.4;Petrol;Airbags, Lane Assist;Tunis;2007;Automatic;Average;Red;Android Auto;;Yes;Automatic;1;18
224;208TUN20499;Ford;Transit;43512;284302;Hatchback;2.5;Diesel;Airbags;Kairouan;2020;Automatic;Excellent;Red;Android Auto;;No;Automatic;3;5
225;431TUN55616;Kia;Rio;22988;265495;SUV;2.5;Petrol;Blind Spot Monitor, ABS;Sfax;2002;Automatic;Average;White;USB Ports;;No;Automatic;1;23
226;712TUN74805;Toyota;Yaris;28143;275416;Coupe;2.8;Electric;Airbags, Traction Control;Tunis;2003;Automatic;Excellent;Red;Bluetooth, USB Ports;;No;Automatic;3;22
227;150TUN21055;Toyota;Hilux;46305;177537;Hatchback;2.7;Diesel;Traction Control, ESP;Nabeul;2016;Manual;Excellent;Red;USB Ports, Radio;;Yes;Manual;3;9
228;530TUN74700;Toyota;Hilux;51819;259910;Hatchback;5.5;Hybrid;Lane Assist, ABS;Nabeul;2017;Manual;Good;Blue;Radio, Apple CarPlay, Android Auto;;Yes;Manual;2;8
229;852TUN98780;Mercedes;E-Class;52724;68167;Coupe;3.0;Hybrid;ABS, Blind Spot Monitor, Airbags;Sousse;2018;Automatic;Excellent;Gray;Bluetooth, Apple CarPlay, Radio;;Yes;Automatic;3;7
230;887TUN82470;Mercedes;GLC;50164;140428;Hatchback;2.5;Diesel;Blind Spot Monitor, Airbags, Traction Control;Monastir;2018;Automatic;Excellent;White;Navigation, Apple CarPlay;;Yes;Automatic;3;7
231;341TUN55053;Ford;Fiesta;31662;194487;SUV;2.0;Petrol;ESP, Lane Assist;Tataouine;2010;Manual;Average;White;USB Ports, Radio;;Yes;Manual;1;15
232;127TUN97322;BMW;X3;34638;277794;SUV;3.0;Electric;ABS, ESP;Sousse;2013;Automatic;Average;Red;Apple CarPlay;;No;Automatic;1;12
233;651TUN27936;CitroÃ«n;Jumpy;47808;279606;SUV;2.9;Petrol;ESP;Nabeul;2021;Automatic;Excellent;White;Apple CarPlay, Android Auto;;No;Automatic;3;4
234;416TUN88552;Mercedes;C-Class;46655;76167;Pickup;1.8;Hybrid;Lane Assist, Traction Control;Nabeul;2018;Automatic;Average;Blue;Navigation, Android Auto, Radio;;No;Automatic;1;7
235;423TUN37512;Renault;Kadjar;37060;297229;Sedan;3.0;Electric;Lane Assist, Airbags, Traction Control;Kairouan;2015;Automatic;Good;Red;Apple CarPlay, Bluetooth;;No;Automatic;2;10
236;494TUN19442;CitroÃ«n;C4;38556;286557;Coupe;3.2;Hybrid;ESP;Monastir;2013;Manual;Excellent;Red;Apple CarPlay, Bluetooth;;Yes;Manual;3;12
237;177TUN94117;Volkswagen;Tiguan;47753;118528;Sedan;3.0;Electric;Traction Control, Blind Spot Monitor, Airbags;Tataouine;2013;Manual;Excellent;White;Android Auto, Radio;;No;Manual;3;12
238;122TUN61974;CitroÃ«n;C3;42353;258313;SUV;4.0;Diesel;Blind Spot Monitor;Kairouan;2013;Automatic;Excellent;Red;Radio;;Yes;Automatic;3;12
239;665TUN60614;Peugeot;308;23689;260545;Coupe;2.5;Diesel;Traction Control;Bizerte;2002;Automatic;Average;Gray;Apple CarPlay, Radio;;No;Automatic;1;23
240;853TUN20691;CitroÃ«n;C4;29121;114473;Sedan;1.6;Hybrid;Lane Assist, Traction Control;Tunis;2001;Automatic;Good;Red;Apple CarPlay, Bluetooth, Android Auto;;No;Automatic;2;24
241;367TUN98197;BMW;3 Series;28102;204911;Coupe;3.0;Diesel;Traction Control, ESP;Tataouine;2003;Manual;Average;Red;Navigation, Apple CarPlay, Radio;;Yes;Manual;1;22
242;113TUN91761;Ford;Transit;46813;266005;Pickup;2.99;Petrol;ABS, Blind Spot Monitor;Kairouan;2022;Manual;Average;Gray;Apple CarPlay, Navigation, USB Ports;;Yes;Manual;1;3
243;823TUN88514;BMW;3 Series;30600;196661;Hatchback;1.6;Diesel;Blind Spot Monitor, Traction Control, Airbags;Tataouine;2004;Automatic;Excellent;White;Apple CarPlay, Navigation, Android Auto;;Yes;Automatic;3;21
244;974TUN93168;Hyundai;i10;41209;205317;Hatchback;1.5;Diesel;Airbags;Sfax;2018;Automatic;Excellent;White;Apple CarPlay, USB Ports, Radio;;No;Automatic;3;7
245;653TUN54255;Ford;Transit;39224;171244;SUV;2.2;Diesel;Lane Assist;Sfax;2012;Automatic;Good;Gray;Bluetooth;;No;Automatic;2;13
246;405TUN78695;Peugeot;308;31967;195413;SUV;1.8;Petrol;Traction Control, Lane Assist, Airbags;Tataouine;2008;Automatic;Good;Blue;Apple CarPlay, Radio, Navigation;;Yes;Automatic;2;17
247;353TUN86778;Toyota;Camry;32948;170072;Coupe;2.2;Diesel;ESP, Airbags;Nabeul;2005;Automatic;Good;Black;Bluetooth, Apple CarPlay;;No;Automatic;2;20
248;781TUN16234;Peugeot;3008;37311;33928;Hatchback;1.6;Electric;ABS, Blind Spot Monitor;Nabeul;2006;Automatic;Good;White;Android Auto, Bluetooth, USB Ports;;Yes;Automatic;2;19
249;784TUN24162;Mercedes;GLC;44021;57271;Hatchback;2.0;Hybrid;Lane Assist;Sfax;2010;Automatic;Excellent;Blue;Android Auto;;Yes;Automatic;3;15
250;812TUN20491;Kia;Picanto;49311;163874;Pickup;3.0;Electric;ABS;Tataouine;2019;Manual;Good;Blue;Radio, Apple CarPlay;;No;Manual;2;6
251;309TUN46594;Renault;Kadjar;29632;244661;Hatchback;1.0;Electric;Traction Control;GabÃ¨s;2009;Automatic;Good;Blue;Bluetooth, Navigation, Apple CarPlay;;No;Automatic;2;16
252;382TUN38334;Volkswagen;Tiguan;29876;146472;Hatchback;1.8;Petrol;Traction Control, Lane Assist;Monastir;2002;Manual;Excellent;Black;Apple CarPlay, Radio;;No;Manual;3;23
253;988TUN11509;Ford;Focus;34275;231797;SUV;1.4;Petrol;Lane Assist;Tataouine;2015;Manual;Average;White;Apple CarPlay;;Yes;Manual;1;10
254;623TUN23259;CitroÃ«n;C5;45714;124221;SUV;1.8;Petrol;Airbags, Blind Spot Monitor, ABS;GabÃ¨s;2018;Manual;Good;Gray;Navigation;;Yes;Manual;2;7
255;627TUN43578;BMW;X3;45234;202248;Coupe;2.0;Hybrid;Blind Spot Monitor;Kairouan;2019;Automatic;Excellent;Gray;Apple CarPlay, USB Ports;;No;Automatic;3;6
256;457TUN83506;BMW;3 Series;44802;135250;Hatchback;1.6;Electric;ESP, Lane Assist, Blind Spot Monitor;GabÃ¨s;2014;Manual;Excellent;Gray;Bluetooth, Android Auto;;Yes;Manual;3;11
257;549TUN55313;Ford;Kuga;337356;20367;SUV;99.99;Electric;Airbags, Lane Assist;Bizerte;2009;Manual;Good;Black;Navigation, Bluetooth, Radio;;No;Manual;2;16
258;603TUN69984;Volkswagen;Tiguan;30482;105137;Pickup;2.0;Electric;Traction Control, Blind Spot Monitor, Airbags;Sousse;2004;Automatic;Average;Gray;Apple CarPlay, Bluetooth;;No;Automatic;1;21
259;416TUN32138;BMW;3 Series;45777;282802;Hatchback;2.0;Hybrid;Lane Assist, Airbags;Kairouan;2022;Manual;Excellent;Black;Bluetooth, Android Auto;;No;Manual;3;3
260;628TUN27636;Mercedes;C-Class;46812;178190;SUV;3.2;Petrol;Lane Assist, Blind Spot Monitor, Airbags;Sousse;2013;Manual;Excellent;White;Android Auto, Apple CarPlay, Radio;;Yes;Manual;3;12
261;568TUN80199;Kia;Picanto;35525;270139;SUV;5.0;Diesel;Traction Control, ABS;Kairouan;2004;Automatic;Good;Black;Android Auto, Radio;;Yes;Automatic;2;21
262;295TUN33596;Volkswagen;Polo;27591;193786;Coupe;1.6;Diesel;ESP, ABS;Tozeur;2003;Automatic;Excellent;Gray;USB Ports, Android Auto;;No;Automatic;3;22
263;677TUN71010;Toyota;Camry;32853;65247;SUV;2.2;Hybrid;ABS;Monastir;2003;Automatic;Average;Gray;Navigation, Bluetooth, Apple CarPlay;;Yes;Automatic;1;22
264;537TUN98385;Mercedes;E-Class;43900;157329;Sedan;2.5;Petrol;Lane Assist;GabÃ¨s;2016;Manual;Average;Red;Apple CarPlay, Navigation;;Yes;Manual;1;9
265;806TUN17062;Toyota;Hilux;54487;48087;SUV;2.2;Hybrid;ABS;Sfax;2020;Manual;Excellent;Black;Navigation;;No;Manual;3;5
266;232TUN59716;Kia;Cerato;40119;246495;Pickup;3.0;Diesel;ESP, Blind Spot Monitor, Airbags;Kairouan;2014;Manual;Good;Blue;Bluetooth;;Yes;Manual;2;11
267;504TUN65346;CitroÃ«n;C3;33425;62978;Hatchback;1.6;Petrol;ESP, Lane Assist;Monastir;2004;Automatic;Average;Red;USB Ports, Apple CarPlay;;No;Automatic;1;21
268;640TUN50019;Volkswagen;Passat;31757;82308;SUV;1.6;Electric;Traction Control, ABS;Bizerte;2003;Manual;Good;White;Navigation;;Yes;Manual;2;22
269;101TUN21222;Volkswagen;Polo;54809;102626;SUV;3.0;Hybrid;ABS, ESP, Blind Spot Monitor;Tozeur;2020;Automatic;Excellent;Blue;Navigation, Bluetooth, Radio;;Yes;Automatic;3;5
270;277TUN60975;Hyundai;Elantra;51235;280462;Coupe;5.5;Petrol;ABS, Blind Spot Monitor;Tataouine;2023;Automatic;Good;Black;Navigation;;No;Automatic;2;2
271;652TUN33927;CitroÃ«n;Jumpy;32493;239652;Sedan;1.5;Hybrid;ABS;Tunis;2010;Automatic;Excellent;Gray;USB Ports, Bluetooth;;No;Automatic;3;15
272;149TUN43971;Kia;Sportage;65866;7614;Sedan;4.5;Electric;Traction Control, ESP, ABS;Bizerte;2022;Automatic;Excellent;Black;Navigation, Bluetooth, Apple CarPlay;;Yes;Automatic;3;3
273;575TUN46799;Kia;Sorento;44328;228471;Hatchback;3.0;Diesel;ESP;Monastir;2021;Manual;Average;Gray;Radio;;No;Manual;1;4
274;428TUN67988;Kia;Sportage;39964;267368;Pickup;1.9;Electric;ABS, ESP;Monastir;2017;Manual;Good;White;Navigation;;Yes;Manual;2;8
275;109TUN99393;Kia;Picanto;30377;233855;SUV;1.5;Electric;Airbags;Bizerte;2010;Automatic;Good;Black;Bluetooth, Android Auto, Radio;;Yes;Automatic;2;15
276;497TUN21488;Kia;Picanto;38775;105686;SUV;1.5;Hybrid;ESP;Sousse;2013;Automatic;Average;Gray;USB Ports;;No;Automatic;1;12
277;249TUN35387;Volkswagen;Polo;29961;279393;SUV;1.6;Electric;Lane Assist, ESP, Traction Control;Bizerte;2012;Automatic;Average;White;Radio, Navigation, USB Ports;;No;Automatic;1;13
278;932TUN79641;Volkswagen;Polo;36787;205070;Sedan;2.2;Petrol;Airbags, Traction Control, ESP;Bizerte;2008;Manual;Excellent;White;Radio;;Yes;Manual;3;17
279;154TUN45010;Mercedes;GLC;35476;81753;Pickup;3.0;Hybrid;ESP, Blind Spot Monitor, ABS;Monastir;2003;Manual;Good;Gray;Android Auto;;Yes;Manual;2;22
280;579TUN39009;BMW;7 Series;52809;127066;Hatchback;3.0;Electric;ESP, ABS, Traction Control;Monastir;2022;Manual;Average;Black;Apple CarPlay, Bluetooth, Radio;;No;Manual;1;3
281;646TUN45610;Peugeot;Partner;22623;263736;Sedan;1.6;Petrol;Traction Control, Blind Spot Monitor;Bizerte;2000;Manual;Excellent;White;Navigation;;Yes;Manual;3;25
282;329TUN98658;BMW;X3;37420;191951;Coupe;3.0;Petrol;ESP;Monastir;2012;Manual;Average;Black;Bluetooth, Radio;;No;Manual;1;13
283;320TUN26566;BMW;X1;31349;182250;SUV;3.0;Hybrid;Traction Control, ABS;Monastir;2002;Manual;Good;White;Apple CarPlay, Bluetooth, Radio;;No;Manual;2;23
284;142TUN22165;CitroÃ«n;C4;24636;261261;Pickup;2.5;Diesel;ABS;Tunis;2003;Automatic;Average;Blue;Navigation, Apple CarPlay;;Yes;Automatic;1;22
285;553TUN40211;CitroÃ«n;Berlingo;45752;262953;Coupe;2.5;Electric;ABS;Sousse;2023;Manual;Good;Red;Navigation, Radio;;No;Manual;2;2
286;450TUN76495;Peugeot;2008;41457;212254;Hatchback;3.0;Electric;ABS;Kairouan;2016;Automatic;Average;Black;Android Auto;;No;Automatic;1;9
287;289TUN55555;Hyundai;Tucson;32954;235212;Sedan;5.7;Electric;Blind Spot Monitor;Tozeur;2001;Manual;Average;Red;Apple CarPlay, Bluetooth;;Yes;Manual;1;24
288;276TUN13185;CitroÃ«n;C4;46985;178566;Pickup;1.6;Electric;Blind Spot Monitor, Lane Assist;Monastir;2020;Manual;Excellent;Black;Bluetooth;;No;Manual;3;5
289;694TUN90013;Toyota;Yaris;53434;14552;SUV;1.5;Petrol;Blind Spot Monitor;Sousse;2022;Automatic;Average;Red;Navigation;;No;Automatic;1;3
290;586TUN43593;Mercedes;C-Class;43033;91042;Coupe;2.0;Petrol;Traction Control, ABS;Sfax;2009;Automatic;Excellent;Black;Navigation, Apple CarPlay, Android Auto;;Yes;Automatic;3;16
291;800TUN58337;Hyundai;Tucson;39480;285631;Coupe;3.0;Electric;Airbags, ESP;Nabeul;2017;Manual;Good;Blue;Navigation, USB Ports, Apple CarPlay;;Yes;Manual;2;8
292;684TUN21427;Toyota;Rav4;39745;137748;Pickup;1.5;Electric;Blind Spot Monitor, ABS;Sousse;2013;Manual;Average;Blue;Apple CarPlay, Radio, Navigation;;Yes;Manual;1;12
